index,text,value
21094,#Migros'tan aldığım deterjan ambalajı yırtılmış ve sızdırıyordu. Çok sinir bozucu.,2
21095,başka insanların bu duruma düşmesini istemiyorum,2
21096,Yeni aldığım televizyon arızalı çıktı. Değişim işlemi çok uzun sürüyor. #Vestel,2
21097,güzel olur,2
21098,yüzümü berbat etti,2
21099,Telefonda veri kullanımı aşırı hızlı bitiyor. Bu konuda bilgilendirilmek istiyorum.,2
21100,kıl dönmesi yapıyor,2
21101,ÇARESİZ ANNE KENARDA ÇOCUKLARININ ÖLÜMÜNÜ BEKLİYORDU 🥲🥲Sadece bir telefon onları hayata döndürecekti BAYRAMDA BİLE SADECE 3 dakika sürdü gelmeleri 👏👏Teşekkürler @BahcelievlerBel@BevlerDestek 👏👏👏👏👏,1
21102,ne zaman çözülür,2
21103,Sebit ve TurkTelekom olarak Teknokentler Zirvesinde yer aliyoruz.,0
21104,ıslak imzam olmadan kimlik bilgilerimle yapılacak herhangi bir işlemi kabul etmemekteyim,2
21105,Kablo Net pişmanlıktır. Hem yavaş servis ağı ilgisiz. 3-4 aydır teknik servis bekliyorum gelmiyorlar. Hiçbir şekilde dalga geçiyorlar. İnternet sürekli kopuyor çekmiyor. Aradığında hep aynı şeyi söylüyorlar: 'Gün içerisinde gelecekler bekleyin.' Bekliyoruz kimse gelmiyor. 'Binaya geldik' deniyor 'Aradık' diyorlar ama arama yok. 'Çözdük' diyorlar geçiyorlar.,2
21106,şikayetimi yazıyorum,2
21107,@ozgurvebilge @partyyemek @TurkNetDestek Bugün arızam giderildi.,2
21108,icra takibi mesajı,2
21109,Elektrik kesintisi nedir? nasıl izah edebilirsiniz? Ne ayıp işler dün @cumalirapsodi ye bugün bize yarın tüm Adanasporlulara@toroslardestek @enerjisa,2
21110,uygulaması geliştirilmeli,2
21111,terleme önleyici jel ile birlikte aldım gayet memnunum,1
21112,görseller büyümüyor,2
21113,Koskoca vakıfbankın güvenlik görevlilerine haftasonu ek iş yapın diyen bir taşeron şirket yöneticisi yazıklar olsun... Bizi düşürdüğünüz bu halleri unutmayın rabbim sorsun hepinizden @VakifBank @VakifBankDestek pys yöneticisi Bülent Budak sende unutma yarına kalır yanına kalmaz.,2
21114,ekran yan dönmüyor,2
21115,Geçen sonbahar ayında aldığım mat Vespa'mda boya soyulma sorunları var. Baktığımda aynı sorunu yaşayan başkalarının da olduğunu görüyorum. Çamurlukta ve kaportada farklı farklı yerlerde mevcut. Çok ender kullanılan kapalı garajda tutulan elle bezle silinen scooter'ların premium markasında bu nasıl oluyor anlamıyorum. Çözüm olarak parça değişimi yapılması da çok mantıklı değil yeniden olacak. Vespa bu soruna nasıl cevap veriyor bilmiyorum ama sanırım bu mat boya ile ilgili bir problem. Geçici çözüm değil gerekiyorsa mat olmayan aynı model ile değişim talep ediyorum.,2
21116,tablolar ekranda yarım aciliyor,2
21117,Kesmeyin be yazıktır. @enerjisa @enerjisadestek,2
21118,internet alınmaz,2
21119,Çok acil para lazım ve PayFix'ten çekemiyorum bankalar kullanıma kapalı gibi bir şey söylüyor. Payfix acil durumda yarı yol da kaldık. Acil bu sorunun çözülmesi gerek. Her türlü bankadan denedim çekim yapmayı bir türlü başaramadım sorun çözülmezse büyür bilginize f,2
21120,Birçok dizi ve filmlerde Türkçe çevirim olmuyor. Hatta bazılarında. Sezonlarda bile birkaç sezon Türkçe izleyip birkaç sezon sonra yabancı dile dönebiliyor ya da orijinal orijinal dilinde devam ediyor. Sezonları izleyip. Bir sonraki sezonları okumak çok zor göz rahatsızlığımız olduğu için. Bunun çevirilerinin neden yapılmadığını merak ediyorum ve buna lütfen yanıt bekliyorum.,2
21121,kesinti yaşadım,2
21122,Sipariş ettiğim telefon hasarlı geldi ve iade süreci çok uzun sürdü. Sinir bozucu bir durum,2
21123,geleceğini de zannetmiyorum,2
21124,@TCDD trenlerin zamanlaması hiç tutmuyor. Sürekli rötar yapıyor. Bu konuyla ilgilenir misiniz?,2
21125,ciddi bir sıkıntı,2
21126,#Beko buzdolabı gerçekten çok sessiz ve performansı harika!,1
21127,bezdirecek bir firma,2
21128,Dalga geçer gibi,2
21129,Beykoz Kanlıca Meydanındaki sokak lambaları 2 gecedir yanmıyor.. Lütfen ilgilenin... @ibbBeyazmasa @enerjisadestek,2
21130,Vodafone,1
21131,#Bim marketten aldığım yoğurt bozuk çıktı. Bu nasıl bir sorumsuzluk?,2
21132,@TurkNetDestek #şikayet bana açıklama yaparmisiniz??? Sorunum cozulmedi arkadaslar. Kimsedende bilgi alamiyorum. Arayip bilgi vermek cok mu zor??? Ariyorum ulasamiyorum. Lanet olsun vereceginiz hizmete... 4 gun oldu koskoca 4 gun.,2
21133,çok yardımcı oldu,2
21134,müşteri hizmetleri süper hızlı,1
21135,Kadıköy Sahrayıcedid Dere Sokaktaki sokak lambalarından biri ters dönmüş 3 gündür yol yerine havayı ve binaları aydınlatıyor @ayedasdestek,2
21136,taciz edilmez,2
21137,@apple Türkiye servis süresi çok uzun ve hizmet kalitesi düşük.,2
21138,Her ay ortalama 3 kez elektrik kesintisi yaşıyoruz. Fatura ödemesek faiziyle tahsil ediyoruz. 3 tane çocukla buz gibi evde elektrik bekliyoruz. Bunun bir karşılığı olması lazım! İstBeylikdüzü Marmara mh kocatepe cd.@BEDASDestek @ckenerji @ckenerjidestek @tc_cimer @RTErdogan,2
21139,Günde 500 kez aranıyorum!,2
21140,ışık yanmiyor,2
21141,@TurkNetDestek Fark ettim vdsl den adsle geçmiş hız haliyle değerler yükseldi hız düştü. :) Bina kutusundan eve gelen kabloyu yenileme gerek sanırım... Teşekkürler,2
21142,asla net bir cevap verememiş,2
21143,Hasarlı ürün satıp sattığı ürünün arkasında durmayan etik davranmayan @evkur senle işim bitmiştir. @EvkurOnline @EvkurDestek,2
21144,Cihaz bugün itibariyle bozuldu satıcı Amazon olmasına rağmen bir türlü iletişim kuramadım iletişim bilgileri vs. yok önceden böyle değildi hemen iletişim kurabiliyorduk...,2
21145,hiçbir şekilde bana yardımcı olmamıştır,2
21146,aşırı bir fatura çıkartmıştır,2
21147,@Hepsiburada kargom yanlış adrese gitmiş ve müşteri hizmetleri ilgisiz. Ürünümü acilen istiyorum.,2
21148,Yeni aldığım laptopun performansı harika ama batarya çok çabuk bitiyor.,3
21149,Hesap kapatacağım,2
21150,bozuk çıkıyor,2
21151,@spasaoglu EnerjiSA aboneler Güvence bedeli diye 145 TL ücret istiyor.20 yıllık abone olmama rağmen sözde 22.11.2018 de yeni aboneymişim muamelesine tabii tutuyor.1991 den beri bu adresteyim halkı soyma peşinde.Bu haksız soygun düzenine kim dur diyecek.Nerde Devlet nerde @enerjisadestek,2
21152,gıdalar çöp oluyor,2
21153,Muş otogarından Konya otogarına gitmek için 11/06/2024 tarihli Kamil Koç firmasına ait saat 16:00 seferli otobüs bileti almıştım. Otobüs hem rötarlı geldi hem de Muş otogarından trafik denetimlerinde hacizli yakalamalı olduğu için çıkış yapamadı. Bu yüzden biz yolculara yeni otobüsün önce akşam 21:00'de sonra 20:00'de geleceği söylendi. Tüm planımız altüst oldu ve mağdur edildik. Ailemiz telaş yaptı korktular. 316 711 1960 PNR numaralı biletimin ivedi olarak iptal edilmesi için hem Kamil Koç müşteri hizmetlerini arayarak iptal talebinde bulundum fakat biletimi Obilet üzerinden aldığım için iptal işlemlerinin onlara ait olduğunu beyan ettiler. Buna binaen Obilet'e talep oluşturduğumda bana 5 iş günü içinde Kamil Koç firmasının dönüş yapacağı hakkında geri bildirimde bulundular. Fakat biletimi kredi kartım ile Obilet üzerinden almıştım ve aradan 8 gün geçmesine rağmen herhangi bir geri dönüş yapılmadı. Bilet satış konusunda halk arasında güven sağlamış böyle bir sitenin beni mağdur etmesi tamamen sorumsuzluk.,2
21154,at çöp sepetine,2
21155,Selam uçak bilet almak için engelli indirimi geri bildiriminden formu yaptım. Bir daha yaptım. 3 ayda oldu ama bana haber vermiyor ve cevap vermiyor. @AJET_TR @AJ_Destek,2
21156,Balıkçılar için iyi ama balıktan çok böcek sinek gelir,2
21157,Su faturası çok yüksek,2
21158,seçimimiz o yönde bizi yanıltmadı,1
21159,13.06.2024 tarihinde Çorum Adidas mağazasından bir ayakkabı aldım. Ürünü denedim beğendim ve fiyatına baktım. Çalışan bir arkadaş yardımcı oldu. Fiyatını sordum 2399 TL dedi. Tamam dedim alıyorum. Kasaya gittik işlemleri yaptılar ve ödeme kısmında ürünün fiyatının 2799 TL olduğunu söylediler. Etiket fiyatının farklı olduğunu söylediğimde ise 'Eski etikettir arkadaşlar değiştirmemiş' diye bir yanıt aldım. Neyse dedim çalışanlara zararı olmasın. Sonrasında güzel bir dille uyardım: 'Bakın hakkını arayan bir müşteri gelir sizi maliyeye ya da Ticaret Bakanlığına şikayet eder. Sıkıntı yaşarsınız.' Oradan bir çalışan çıktı ve 'İstediğiniz yere şikayet edin. Buraya kimler kimler geliyor. İki kap yemek yiyip giderler' dedi. Bu bilinçsizlikte insanlar çalıştırmayın millete ahkam kesiyor orada personeliniz. Gerekli yerlere de şikayette bulundum zaten.,2
21160,kullanıyoruz,1
21161,#UlusoyTurizm otobüsleriniz pislik içinde ve müşteri hizmetleri ilgisiz. Şikayetçiyim,2
21162,Hem ücretsiz deyip hep benimle dalga mı geçiyorsunuz?@ibbBeyazmasa @igdaskurumsal @igdasdestek @istanbulbld,2
21163,ürün orijinal kutusunda,1
21164,@Adalet82_82 @ArcelikDestek Garanti dışıysa dışardan yaptırın gerek yok servise.bzd motorları pahalı inverter motorsa daha da pahalî ha bir de elbette motor kartı var üstune işcılikle beraber normal demiş cünkü motor gittiyse kartıda zarar görmûştür diye o parayı söylüyorlar ama önce motorun yanma sebebi,2
21165,sapasağlam geldi,1
21166,kalitesini konuşturmuş,1
21167,Sizinle iletişime geçtikten 3 gün sonra pasaportumuz elimize ulaştı. Emeği geçen herkese teşekkür ederiz👏🏻 @TCNufusDestek @TCNufus,3
21168,Vestel TV aldım ama kumandası çalışmıyor. Servis çağırdım ama hala gelmedi.,2
21169,destek alamadım,2
21170,Evlenmeden önce eşimle 24.11.2021 tarihinde Samsung 75AU9000 75 inç 190 ekran Uydu Alıcılı Crystal 4K Ultra HD Smart LED televizyonu satın aldık. Televizyonu tercih ederken uzun yıllar kullanabileceğimiz kaliteli bir marka olarak düşündüğümüz Samsung^un Premium bir televizyonunu tercih ettik. 15.06.2024 tarihinde hiçbir sebep olmaksızın ekranda kararma yaşandı. Televizyonu akım koruma cihazıyla birlikte kullanmamıza rağmen böyle bir sıkıntı yaşanınca hemen Samsung'u arayıp arızayı bildirdik. 18.06.2024 tarihinde teknik servis elemanı evimize gelip televizyonu inceledi. Televizyonun panel arızası olduğunu belirterek 2 yıllık garanti süresi dolduğu için 21100 TL onarım ücreti ile tamir edilebileceğini ifade etti. Dünyaca ünlü Samsung marka televizyonumuzun 2 buçuk yılda bozularak bize 21100 TL masraf çıkarması bizi şok etti. Satın alırken alt segment markalar tercih etmeyip Samsung tercih etmemizin sebebi zaten uzun yıllar sorunsuz kullanacağımızı düşünmemizdi. Markayı kaliteli olarak düşündüğümüz için (Buzdolabımız ve mikrodalga fırınımız Samsung Marka) televizyonumuz bozulmadan önce 10.06.2024 tarihinde Samsung Premium Plus Windfree 12000 BTU İnverter klima satın almıştık. Ancak henüz servis gelip kurmadığı için paketli şekilde evde durmaktadır. Sonuç olarak Samsung gibi bir marka 2 buçuk yılda bir sebep olmaksızın bozulan Premium model televizyonunun arkasında durmayarak onarımını ücretsiz gerçekleştirmeyecek ise aldığımız klimayı da iade etmeyi ciddi ciddi düşünerek bir daha Samsung marka herhangi bir ürün kullanmayı dahi düşünmeyeceğiz. Ayrıca sorunumuz çözülmediği takdirde hukuki haklarımızı da kullanacağımızı belirtmek istiyorum. Samsung'dan sorunumuza bir çözüm getirmesini bekliyoruz.,2
21171,çağrı merkezinden,2
21172,Sayın @ekrem_imamoglu bu zor günlerde sizlerde bundan istifade ederek milletin kaninimi emeceksiniz !!! 535 TL doğalgaz faturasımi olur ???@ekrem_imamoglu @igdaskurumsal @igdasdestek,2
21173,ne zaman huzur bulacak,2
21174,mağduriyet yasayanlar,2
21175,2 seneyi aşkın süredir Göknet abonesiyim. İnternette arıza oluştu ve bunu bildirdim ekip yönlendireceklerini söylediler. Bir haftadır bekliyorum ama gelen giden ne de arayan yok ben bu kadar sorumsuz bir şirket görmedim bir de onların sorunları yüzünden iptal etmek isteyince cayma bedeli alıyorlar. Ödemeyi bir gün geciktirince hemen de interneti kesmeyi çok iyi biliyorlar ama kendileriyle ilgili bir sorun olunca yapmıyorlar. Bir şey deyince de haklısınız evet haklısınız demeyi çok iyi biliyorlar benim haklı olmam neyi değiştiriyor benim sorunum gideriliyor mu?,2
21176,@onlinealısverissitesi sipariş ettiğim blender bozuk çıktı çalışmıyor,2
21177,zulmü ne zaman biter,2
21178,Hepsipay hesabıma telefon numarasıyla giriş yapmama rağmen kullanamıyorum. Hepsipay cüzdanımı kullanamıyorum şifre belirlememi istiyor. Şifre içinde telefon doğrulamamı. Hata veriyor: Hepsipay ödemem var. Yalnız hepsipaya giriş yapamıyorum. Cihaz limiti sınırına ulaştınız diyor. Eski cihazıma erişimim yok! Müşteri hizmetlerini aradığımda yardımcı olamıyoruz diyorlar. Nasıl ödeme yapmamı bekliyorsunuz. Lütfen yardımcı olun hesaba giriş yapabileyim ki ödeme yapayım,0
21179,mağazada gördüğüm ilgiden memnun kaldım,1
21180,Aktif olarak Trendyol GO yemek siparişi veren birisi olarak 24 saat nöbetimde telefonumu evde unuttum ise yanıma getirmek zorunda olduğum oğlumun telefondan kullanıcı bilgilerinden telefon güncellemesi yaptım ancak iki aşamalı güncelleme gerekiyormuş. Otomatik kendiliğinden güncelleme olmamış. Müşteri hatası olsa bile böyle durumlarda zaten telafi amaçlı hiçbir caba olması gerekmez mi! Kurye telefon cevap vermedi hata sizin deyip mağduriyetim için en ufak bir müşteri memnuniyeti adına çaba göstermediğiniz için ayıp çok ayıp diyorum. Sürekli sipariş veren birisi olarak tekrar sipariş vereceğim ama böyle kurumsal bir şirkete yakışmadı. Kuryeniz de benim gibi asistana cevap vermedi üstelik...,2
21181,geçiş ücreti istediler,2
21182,Ürün kaliteli ama teslimat süresi çok uzundu. Müşteri hizmetleri de ilgisizdi.,2
21183,çok ses yapıyor,2
21184,temiz yıkamıyor,2
21185,@GSBdestek @GenclikSporBak DM ???,0
21186,ciddiyet lütfen,2
21187,Ya şunu düzeltin ya da dükkanı kapatıp gidin her hafta sizinle mi uğraşacağız. Saat kaç olmuş hala sisteme giremiyorum. @ZiraatDestek @ziraatyatirim,2
21188,Merhaba @TCNufusDestek 4 ay önce yenileme başvurusunda bulunduğum pasaportum hala konttol aşamasında!Eşim geçen hafta pasaport yenileme yaptı ve şuan kargoda gözüküyorYazın yurtdışına çıkacağız.Lütfen en kısa sürede gönderimini sağlayınız acil 🙏🏽 @TCNufus @TCNufusDestek,2
21189,elektrik direği yanmıyor,2
21190,Amazon'dan aldığım ürün beklediğimden çok daha hızlı geldi. Her zaman memnun kalıyorum.,1
21191,orijinal bir ayakkabıda bu mümkün müdür?,2
21192,Turkcell'e geçtim şimdi internetim hem daha hızlı hem de daha ucuz.,1
21193,hiçbir ayakkabımda olmadı bu,2
21194,@SetrabetDestek 1-0154085175#setrabet @guven627536388 @ArnoldAmca @novak9817 @SULTANG65213319,0
21195,bu nasıl olur?,2
21196,Evimin interneti bir haftadır kesik. Bir türlü çözmediniz @TTDestek. Bu nasıl müşteri memnuniyeti?,2
21197,izinsiz paramı çekiyor,2
21198,#türktelekomrezaleti dünyada bu kurumdan daha kötü yönetilen baska bir kurum var mi? @TTDestek,2
21199,doğalgaz kutusu kapağı kırık hasarlı durumdadır,2
21200,yanlışlık yapmış,2
21201,hakkım haram zıkkım olsun bütün d-smart ailesine müşteri hizmetleriniz sorduğum soruya cevap veremedigi için telefonu kapatıyor bugün iki oldu @DSmartDestek @DSmartDunyasi,2
21202,Her yerde çeker dediler,2
21203,Aradığım paketi sonunda buldum.Eyvallah 👍 @VodafoneDestek,0
21204,Kurulumun olduğu odada dahi çekmiyor,2
21205,@Mehmet71110643 Merhaba konu hakkında sizinle iletişime geçebilmemiz için adınızı soyadınızı ve telefon numaranızı DM aracılığıyla paylaşır mısınız?,0
21206,müşteri hizmetlerine ulaşamıyoruz,2
21207,Diş çektirmek için hastaneye gidiyorum tekrar randevu alın diyorlar. Randevu ancak 15 gün sonra bulunabiliyor. Bu şekilde nasıl dişlerimi çektireceğim? Sancıdan duramıyorum 15 gün bekliyorum. Gidiyorum tekrar 15 gün bekliyorum. Çözüm bulun bu şekilde nasıl olacak? Eski haline getirin lütfen. Şimdiki MHRS sistemi insanı bıktırıyor.,2
21208,Teşekkür ederim buraya yazdıktan 2 gun içinde elime geçti @TCNufusDestek @TCNufus,1
21209,destek olmanızı rica ediyorum,2
21210,kabul etmiyor,2
21211,Checking in at batman turktelekom il Müdürlüğü for the first time!,0
21212,servis ağınız berbat,2
21213,Sizce tekerlekli sandalyedeki biri bu köprüden geçip evine girebilir mi?@enerjisadestek,0
21214,müşteri temsilcisiniz de kaba,2
21215,Exen üyeliğim olmadığı halde 07.06.2024 tarihinde hesabımdan 160 90 TL para kesintisi olmuş. İznim olmadan nasıl hesabımdan para çekebilirler anlamış değilim. En kısa zamanda yetkili arkadaşların bu sorunu çözmesini rica ediyorum. Daha önce böyle bir durumla karşılaşmadım. Aksi takdirde yasal süreç başlatacağım.,2
21216,alınamıyor,2
21217,bu sabah saat 9 uçuşu için havalimanına geldiğimizde uçağın 13e ertelendiğini öğrendik. az önce de saat 15e ertlendi. uçuş yapacaksanız ve tek seçeneğiniz ajet ise size verebileceğim tek tavsiye şehirler arası otobüs ile yolculuk etmeniz olabilir. rezillik. @AJET_TR@AJ_Destek,2
21218,çok kaliteli çıktı,1
21219,50Mbit internet anlasmasi ile bunu vermeyi nasıl becerebiliyorsunuz bı anlatir misiniz? @DSmartDestek @DSmartDunyasi,2
21220,mağduriyetimizi ikiye katlayın,2
21221,Carrefour SA'dan aldığım kurbanlık 20 kg gelen dana etin 10 kg yağ olarak verilmek istendi. Kabul etmeyerek mağazada bıraktım. Müşteri hizmetlerini arayarak mağduriyetimi ilettim. 3 gündür bekliyorum hala bir bilgi alamıyorum. Dönüş de yapılıp bilgi verilmiyor. Sipariş no: 55328,2
21222,zararımız katlansın,2
21223,Numaramı nereden aldınız önce bana onu söyleyin ? @TurkNetDestek,0
21224,teknik arıza diyerek işlem yapmamıza izin vermeyin,2
21225,Beyazıt Dibekli Cami Sokak'ta son 1 haftada meydana gelen10.elektrik kesintisi. Üstelik saatlerce sürüyor. Otellerin yoğun olduğu bölge. Sürekli rezil oluyoruz turistlere @BEDASDestek hemen sorunu çözülmesini talep ediyoruz,0
21226,sürekli rötarlı olur,2
21227,Blutv'den Üyelik iptali yapamıyorum her ay kredi kartımdan para çekiyorlar. 2 yıl önce abone oldum olmaz olaydım 1 ay sonra iptal etmek istedim ama ne mümkün! İnternet sayfalarına girdim cep telefonumdan girdim ne yaptıysam üyelik iptalimi gerçekleştiremiyorum.,2
21228,kalem pil değil,2
21229,Hakkari'de Türk Telekom altyapısını kullanan Pttcell hattımda normal ve görüntülü arama yaptığımda kesintiler yaşıyorum. Müşteri hizmetlerini arayarak bu durumu bildirdim ve arkadaşlar gün içinde bir güncelleme yapıldığını söylediler ancak sorun hâlâ devam etmekte. Bu konuda yardımınızı rica ediyorum.,2
21230,Migros'un kampanyaları gerçekten güzel ama kasalarda kuyruk çok oluyor.,3
21231,internet hızınız rezalet,2
21232,Artık elektriği kesfettiyseniz bize de verseniz biraz.Hani belki lambamız yanar telefonu falan şarj ederiz.Yani mümkünse değilse hiç sorun değil biz faturaları zamanında ödemeye devam ederiz.@toroslardestek,2
21233,ürünler eksik geldi,2
21234,hiçbir şey yapamıyor,2
21235,20.12.2023 tarihinde PTT bayiden Turkcell hattımı Pttcell e taşıdım bana 24 saat içinde tamamlanır dedi işlemi yapan memur. 24 saat geçmesine rağmen hala numaramı taşıyamadım ne müşteri hizmetleri ne bayi konuyu çözmüyor süreç lütfen tamamlansın mağdur etmeyin gelir gelmez... Numaram 5436**6106,2
21236,paramı aktaramıyorum,2
21237,Yemeksepeti'nden verdiğim sipariş bir buçuk saatte geldi. Soğuktu ve eksikti. Bir daha kesinlikle kullanmam.,2
21238,TURKCELL Superonline Süperbox kullanım içeriği.. kaç tane giydirilmiş ücret var..resmen kazıklaniyoruz...Modem kullanım bedeli nedir..?Telsiz Ruhsat yeni abonelik nedir.?Oysa bana sabit aylık 150gb ve 300 TL olarak ücret ödenecek denilmişti...resmen kandırılıyoruz..,2
21239,bakım vesaire,2
21240,İnsanları ayırt etmiyoruz ama bu kişinin hal ve hareketleri toplum içine çıkmaya müsait değildir.,2
21241,Ev internetim çok yavaş. Video bile izleyemiyorum. Hizmet sağlayıcımı değiştireceğim artık. @Vodafone,2
21242,Aralık 2022 tarihinde başvurduğum pasaportum hala basım öncesi kontrol aşamasında gözüküyor. Durumun aciliyetini belirtmeme rağmen uzun bir süredir bekliyorum. Yakın zamanda seyahatim olduğundan acil basılarak tarafıma gönderilmesini rica ederim.@nvidestek@TCNufusDestek,2
21243,konforsuz,2
21244,olumlu görüşleri,2
21245,@onuraltantan @_Bitmania_ @bitcoindunyamiz @BitcicomDestek @bitcicom @bcagdascaglar Onur bey beni sessize mi aldınız zeytin dalı uzatmıştım bugün barışabiliriz 🧡🌿,2
21246,sorunsuz elime ulaştı,2
21247,Hukuk birimi diye bir şey yok. Çözüm bulmamak için ellerinden geleni yapıyorlar! @Trendyol @TrendyolDestek @demetsmutlu,2
21248,Yeni Smart tv hızında değil ancak hdmı kablodan kurtardığı için kullanmaya değer bir ürün,2
21249,hafifliği,2
21250,pratikliği mükemmel,2
21251,Şu sıralar YKoda ile çalışmak zorunda kaldım. Hiç memnun değilim.,2
21252,merdivenleri de süpürebiliyoruz kolayca,2
21253,PTT HGS'ye 250 TL yükledim. 40 TL vardı 290 TL olması gerekirken bakiyem 165 TL olmuş. Ve 3 tane HGS geçişim var bunlar da ödenmemiş. Nereye gitti benim 125 TL? Ve üç geçişin toplamı 255 TL yapıyor. Tekrar mı yükleme yapacağız? Benim 125 TL nereye gitti anlamadım.,2
21254,Aras Kargo ile gönderdiğim paket yanlış adrese teslim edilmiş. Bu nasıl iş?,2
21255,Orta emiş seviyesi yeterli,2
21256,Tam bir fiyasko !!!Pazardan alınabilir bir Termos kalitesinden farkı yok bence. Ne sıcak tutuyor nede soğuk. Verilen ücret sadece Markası için Almayın derim ..!,2
21257,tavsiye edeceğim,2
21258,İnternet sitesinden şikayet talebi oluşturuyorum özellikle aranmak istediğimi belirtiyorum ancak aranmıyorum,2
21259,Ödeme işleminiz tamamlanmadı Kredi kartı bilgileriniz kredi kartı şirketiniz tarafından reddedildi,2
21260,@Migros müşteri hizmetleri çok ilgiliydi teşekkür ederim,1
21261,3 ay öncesine kadar paketim bana fazlasıyla yetiyordu ancak 3 ay içerisinde kullanımlarım sabit olduğu halde internet paketim yenilendiği gün 2gb internetim bitiyor,2
21262,Uygulama üzerinden canlı destek hattına bağlanıyorum tarafınıza SMS gelmiş olarak görünüyor diyor ancak hiçbir şekilde bana SMS gelmiyor ve herhangi bir aranma bile olmuyor,2
21263,Dosya No: 2024006128 // DDP ADBVF10537 = Ajet hasarlı bagajımın ücretini 2 aydır ödemiyor çağrı merkezini aradığımda da yardımcı olmuyorlar. Birbirlerine aktarıyorlar. Benzer bir durum Pegasus'ta başıma geldiğinde hemen yeni bavul vermişlerdi THY ile uçan ve benzer bir şikayette bulunan yolcuya ise yanımda yeni bavul verdiler. Sanırım Ajet tekrar onları tercih etmemizi istemiyor.,2
21264,Şok marketten aldığım ürünlerin çoğu bozuk çıktı. Hem paramı hem de zamanımı harcadım. Bu durumdan çok şikayetçiyim. Bir çözüm istiyorum.,2
21265,Ailecek Turkcell kullanıyoruz ancak hepimiz değiştirmeyi düşünüyoruz böyle devam ederse,2
21266,günlerdir bekliyoruz,2
21267,Didim Cennet Köy olarak geçen birden fazla peş peşe bulunan koylarda cam gibi berrak ve temiz olan deniz öğlen saatlerinde koylara gelen tur gezi tekneleri gittikten sonra yüzülemez duruma gelmiştir. Su yüzeyinde bulunan kirlilikler ve ne olduğu belirsiz köpükler su üstünde yoğun bir şekilde belirmeye başladı. Didim Belediyesi olarak veya Sahil Güvenlik kurumlarının tekneleri daha sıkı denetim altına alması ve caydırıcı olması için gerekirse çevre kirliliği sebebinden cezai işlemlerin uygulanmasını talep etmekteyim. İlgili makamların bilgilerine saygılarımla.,3
21268,Üzmedi,2
21269,@Murat_Efe_IE @tduygukoksal @TK_TR Peki,0
21270,sürekli kullanıyorum,1
21271,@ziraatbankasi @ZiraatDestek Ben size ATM paramı alıkoydu diyorum siz kamera kaydı bile izlemeden bana bu mesajı gönderiyorsunuz. Devletin bankasına güvenemeyeceksem bu ülkede hangi kuruma güveneceğim ??? #ziraatbankasi #ZiraatMobil #Ziraatbank #ziraatbankası,2
21272,internet sorunumu çözemediniz,2
21273,27-31 Mayıs tarihlerinde Malitur ile Orta Avrupa turuna katıldık. Büyük bir heyecanla gittik ancak rehber Şanlı Bey yüzünden turumuz çok verimsiz geçti. Kendisi turun henüz 1. gününde akşam etkinliklerine katılmayacağız diyerek bizlere katılım fikrimizi bile sormadı ve çok istediğimiz akşam düzenlenen hiçbir yöresel geceye katılamadık. Neyse ki Prag'da iki gün kaldığımız için ekstra turlara katılmayarak kendimiz gezebildik fakat Viyana ve Budapeşte'yi hiç gezemedik. Viyana'da rehber zaten kısıtlı zamanımız olmasına rağmen kendi evinin önüne kadar otobüsü ilerletip bizlerin değerli zamanını trafikte geciktirerek evinin önünde otobüsten indirip 'Buradan dümdüz gidin her yeri bulursunuz' diyerek bizi başından savdı. Koca Viyana'yı iki saatte yemek ve içme dahil koşturarak gezmek zorunda kaldık. Saat yüzünden çoğu yer zaten kapanmıştı. Aynı şekilde Budapeşte'ye varacağımız gün zaten kısıtlı zamana sahip olmamız ve aslında ertesi günkü ekstra olan Estergon Kalesi'ne götürmesi ve bu kale yüzünden 4 saatimizin çöp olması nedeniyle Budapeşte'ye 2 buçuk gibi varacak iken maalesef akşam vardık ve rehber bizi tura dahil olan yerleri panoramik olan hiçbir yeri gezdirmeden doğrudan otele götürdü. Ertesi gün kendimiz toplanma yerine gelmek istediğimizi söylediğimizde yeri belirtmesini istediğimizde oralı olmadı ve mecburen otele dönmek zorunda kaldık. Ve biz yine Budapeşte'yi de kendimiz otelden taksi ile tur içerisinde dahil olan yerlere giderek gezmek durumunda kaldık. Ne Budapeşte'yi ne de Viyana'yı düzgün gezemedik. Geriye dönüp baktığımızda Budapeşte ve Viyana'ya dair ne yazık ki bir şey hatırlamamaktayız. Tur sözleşmesinde yazan yerlere bizi mutlaka getirmesi gerekirdi fakat kendi keyfini bozmamak ve yorulmamak için getirmedi. Asla uzlaşmacı olmadı. Turla gelmemizin amacı bize orada yol göstermeleri ve her konuda yardımcı olmalarıydı. Neyse ki internetimiz vardı ve tura katılmadan önce araştırma yapmıştık yoksa iki şehirde de hiçbir yer göremeden gelecektik. Bu şekilde başka insanlar da mağdur oldu. Ek olarak rehber Şanlı Bey bu turların 4 güne inmesinin çok iyi olduğunu 8 gün iken çok yorulduğunu dile getirdi. Kendisine buradan çok yoruluyorsa emekliye ayrılmasını bizlerin binbir heves ve masraf ile gittiği turları hiç etmemesini rica ediyorum.,2
21274,habersiz para çekildi,2
